age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,month_of_birth
33,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,56932,7
67,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,53660,6
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,36922,10
41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,71510,12
37,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,50084,12
19,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,32,United-States,19258,10
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,10252,3
43,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,58086,3
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,46975,4
35,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,121533,3
50,,Masters,14,Never-married,,Not-in-family,White,Male,0,0,40,United-States,32449,5
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Italy,71402,10
36,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,15,United-States,6065,2
20,,HS-grad,9,Never-married,,Own-child,Other,Female,0,0,45,United-States,33201,5
32,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,4650,0,45,United-States,42054,4
60,Self-emp-inc,Masters,14,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,41752,11
19,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,15464,10
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,36,United-States,31010,6
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,66842,10
18,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,20683,7
65,Private,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,20,United-States,23208,1
40,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,24059,6
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40,United-States,114383,3
57,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,56517,5
32,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,18806,7
29,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,17088,6
30,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,71164,10
33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,29957,10
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,75152,4
40,,Assoc-voc,11,Separated,,Own-child,White,Female,0,0,40,,8449,4
47,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,33890,3
59,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,50317,9
32,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,27967,5
23,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,36,United-States,16944,2
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,59356,12
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,59652,3
19,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,21110,7
65,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,2414,0,30,United-States,9717,12
41,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,35774,8
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,77540,11
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,46639,1
49,Private,Masters,14,Divorced,Sales,Unmarried,Other,Female,0,0,20,Peru,20575,10
26,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,12176,8
42,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,15461,6
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,54471,12
40,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,48393,12
42,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,58389,8
18,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States,43606,11
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2885,0,40,United-States,14676,2
67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1797,0,20,United-States,35439,12
25,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,43784,3
27,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,,42624,10
18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,35935,11
51,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,14084,0,40,United-States,55917,2
45,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Puerto-Rico,26179,1
30,Private,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,55,Ecuador,28939,11
32,Self-emp-not-inc,Some-college,10,Separated,Farming-fishing,Unmarried,White,Female,0,0,65,United-States,9930,4
20,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,48570,3
28,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,13912,8
56,Local-gov,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,42411,2
36,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,53778,11
20,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,18831,5
58,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,4984,5
50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,84,United-States,14066,12
54,Private,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,30,Haiti,36940,12
31,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Columbia,16344,11
42,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,27214,10
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,69043,2
34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,21892,11
61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,50,United-States,49235,3
43,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,45543,11
60,Private,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,15683,2
25,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,19463,8
32,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,31728,8
32,Local-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,14880,2
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,2885,0,40,Laos,33810,4
22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,30977,4
46,Private,Bachelors,13,Divorced,Sales,Unmarried,Black,Female,0,0,35,United-States,55391,8
52,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,2597,0,36,United-States,19607,11
56,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,47970,5
35,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,199344,6
43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,36,Portugal,55447,12
33,Private,Bachelors,13,Separated,Tech-support,Unmarried,White,Female,5455,0,40,United-States,33930,6
35,Federal-gov,Bachelors,13,Separated,Tech-support,Unmarried,White,Male,0,0,40,United-States,8144,9
36,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,24142,7
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,37807,1
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,10860,10
29,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,64075,6
26,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,25596,7
31,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States,117741,12
40,Private,Masters,14,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,26468,8
44,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,19277,8
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,6045,10
33,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,35,Puerto-Rico,14159,12
35,Private,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,15882,9
55,,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,20,United-States,7927,4
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,14611,4
56,Self-emp-not-inc,Masters,14,Divorced,Sales,Unmarried,White,Female,0,2339,60,United-States,38301,11
42,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1579,40,United-States,5003,11
32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,95294,5
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,,1606,7
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,37227,6
35,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,18215,12
39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,50,United-States,28633,9
55,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,Puerto-Rico,62602,10
50,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,45561,4
52,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,48,United-States,82722,10
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,8711,7
18,,12th,8,Never-married,,Not-in-family,White,Male,0,0,25,United-States,9382,4
26,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,36,United-States,43675,8
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,33690,8
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,67926,6
50,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,2444,72,United-States,68471,4
67,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,19661,8
59,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,20745,3
35,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,54409,8
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,109758,9
34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,75578,5
30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,India,111120,4
47,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,47777,9
31,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,37225,7
59,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,625,38,United-States,42645,1
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,29801,8
31,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United-States,89054,8
42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,47090,2
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,14145,11
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,16,United-States,10792,8
24,,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,38,United-States,42713,11
38,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,213,40,Philippines,44152,2
38,Private,9th,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,10871,4
36,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,38485,2
41,Private,Some-college,10,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,22596,3
23,,Some-college,10,Never-married,,Unmarried,White,Female,0,0,40,United-States,4359,6
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,25924,9
25,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,21035,8
55,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,11919,11
27,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,27198,6
52,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,59522,5
28,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,155,40,United-States,4129,5
66,Private,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,Puerto-Rico,23610,5
27,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,5367,12
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,33863,8
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,7375,4
38,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,85565,6
17,,10th,6,Never-married,,Own-child,White,Female,0,0,4,United-States,28200,11
39,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,2174,0,40,United-States,24050,2
44,Self-emp-inc,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,45,United-States,52583,8
38,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,0,0,35,United-States,27459,11
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,10,United-States,1314,9
18,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,20319,9
31,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,1876,40,United-States,43899,4
45,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,66426,8
42,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,9135,7
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,21903,8
27,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,33545,4
20,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,39,United-States,23410,12
29,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,24892,9
31,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,41976,12
28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,74140,4
46,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,80,United-States,54035,8
23,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,47511,3
20,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Germany,23258,8
66,Self-emp-inc,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,18311,8
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,28336,5
38,Federal-gov,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,27561,7
42,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,36110,7
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,25,United-States,28189,8
44,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,23423,9
24,Private,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1721,40,United-States,31982,2
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,28801,4
55,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,2407,0,35,United-States,41968,3
65,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,32224,4
17,,10th,6,Never-married,,Own-child,White,Male,0,0,40,United-States,37539,10
31,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,38,United-States,7979,3
24,,Bachelors,13,Never-married,,Own-child,White,Male,0,0,40,United-States,28082,3
68,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,10480,11
63,Private,12th,8,Widowed,Priv-house-serv,Unmarried,Black,Female,0,0,35,United-States,39779,5
32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,46,United-States,77932,6
67,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States,17126,7
20,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,15645,5
23,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,4650,0,40,United-States,38216,4
38,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Hong,8503,9
35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,35,United-States,77918,1
40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,75,United-States,60257,10
62,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,18,United-States,33083,10
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1579,40,United-States,5840,5
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,57418,11
26,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,55,United-States,98766,12
59,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,25560,8
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,17313,7
26,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,44498,1
49,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,36950,3
26,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,16483,8
18,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,15,Haiti,43458,11
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,14504,12
46,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,39452,6
45,Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,37142,8
30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,23119,9
52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,United-States,55415,8
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,88015,8
35,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,73012,6
39,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,40,United-States,74603,3
65,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,53692,4
53,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,1569,6
59,Private,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,26114,5
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,16281,5
33,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,38967,10
42,State-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,1876,38,United-States,24091,11
70,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,20710,5
34,,HS-grad,9,Never-married,,Not-in-family,Black,Female,0,0,40,United-States,41481,8
31,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,12964,8
42,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,14084,0,36,United-States,100072,10
28,Local-gov,HS-grad,9,Separated,Transport-moving,Own-child,White,Male,0,0,45,United-States,13027,4
32,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,19118,11
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,25849,3
61,Private,Assoc-acdm,12,Divorced,Prof-specialty,Own-child,White,Male,0,0,40,United-States,26460,8
22,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,Other,Female,0,0,15,United-States,20140,5
33,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,,13336,7
64,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,67753,2
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,8623,1
56,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,20446,12
24,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,75,United-States,33264,12
21,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,13360,12
30,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,25116,4
35,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,38,United-States,33693,1
27,Private,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,32847,4
41,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,62702,9
39,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,Poland,12545,4
37,Private,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,48,,11545,10
21,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,27639,6
31,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,23116,1
63,Private,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,13917,8
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,66956,1
37,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,58086,1
22,,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,4543,9
27,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1504,45,United-States,40517,3
23,Private,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,White,Female,0,0,70,United-States,42004,6
38,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,42911,8
57,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,17400,12
40,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,38,United-States,20788,10
44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,72011,1
25,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,65765,8
20,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,5835,6
29,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,54628,8
23,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,66,Ecuador,18854,6
28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,7,United-States,20833,4
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,4064,0,40,United-States,28764,11
48,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,19573,6
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,47534,9
24,State-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,48751,9
74,Private,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,11,United-States,35513,2
40,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,20664,1
62,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,34296,8
52,Private,Bachelors,13,Married-spouse-absent,Other-service,Other-relative,Black,Female,0,0,40,Haiti,14893,7
44,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,10434,4
65,Federal-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,43221,8
18,State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,15,United-States,49528,7
17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,31366,1
45,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,28910,5
29,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,35005,3
